CaseNumber;Year;Month;FY;AcquiringFirm;TargetFirm;Size;Phase;Sector;SIC;Approval_Status;Joint_Venture;Joint_Control;Overlap_Type;Product_Market;Geographic_Market;TOH_Assess;Barriers_Assess;Barriers_Significant;Barriers_Identified;Barriers_Regulatory;Barriers_Structural;Barriers_Strategic;Entry_Assess;Num_Entered;Expansion_Assess;Num_Expand;Countervail_Assess;Countervail_Finding;Import_Comp;Import_Share;Import_Constraint;Efficiency_prov;Efficiency_substantive;Counterfactual_Assess;PublicInterest_Assess;PublicInterest_Identified;Conditions;Conditions_Comp_Type;Conditions_PI_Type
2017APR0051;2017;Apr;2017/18;AT&T Inc;Time Warner Inc;I;2;Programming and broadcasting activities ;60;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0052;2017;Apr;2017/18;HNA Holding Group Company Limited;CWT Limited;I;1;Freight forwarding services ;;Approved;No;No;Horizontal;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0054;2017;Apr;2017/18;Pele SPV 13 Proprietary Limited;GRI wind Steel South africa Proprietary Limited;I;1;Manufacturer of steel wind towers ;;Approved;No;Yes;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0055;2017;Apr;2017/18;SHENDA INVESTMENT UK LIMITED;NEWCO;I;1;Textile ;;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0056;2017;Apr;2017/18;PCF Investments (BVI) Limited;Sheltam (Mauritius) Limited;I;2;Locomotive operations and maintenance ;53100;Approved;No;Yes;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0057;2017;Apr;2017/18;Fidelity security Services Proprietary Limited;Analytical Risk Management t/a 2RM security 9in business rescue) and other entities affiliated to 2RM;L;3; Security systems service activities ;802;Approved;No;No;Horizontal; market for the provision of guarding services ;National;Unilateral effects;Yes;;Regulatory;Licensing/ Registration restrictions;;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;effect on employment;;;
2017APR0057;2017;Apr;2017/18;Fidelity security Services Proprietary Limited;Analytical Risk Management t/a 2RM security 9in business rescue) and other entities affiliated to 2RM;L;3; Security systems service activities ;802;Approved;No;No;Horizontal;market for technology and electronics;National;Tying/ Bundling;Yes;;Regulatory;Licensing/ Registration restrictions;;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;effect on employment;;;
2017MAY0004;2017;May;2017/18;Cenon Holdings Proprietary Limited;Atlantis Foods Holdings Proprietary Limited;I;2;Wholesale;301;Approved with conditions;No;No;Horizontal;Distribution of seafood produce;National;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;public interest;;effect on employment
2017MAY0007;2017;May;2017/18;Crosize Proprietary Limited;ABSA Bank LimitedKnown as Absa house;I;1;Property;;Approved;No;No;None;Provision of Grade B office property;Cape Town;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0008;2017;May;2017/18;Infinitus Holdings Proprietary Limited;Promeal Proprietary Limited;I;1;Retail;;Approved;No;No;None;Manufacturing and distribution of pet food;Gauteng, Western Cape and KwaZulu Natal Provinces;None;No;;;;;;No;;No;;No;;No;;;No;;No;No;None;;;
2017MAY0009;2017;May;2017/18;Peugeot S A;The Opel Business of General Motors Holdings LLC;I;2;Motor Vehicles;45101;Approved with conditions;No;No;Horizontal;Manufacture and supply of medium cars;National;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & ability of national industries to compete in international markets;public interest;;effect on employment
2017MAY0009;2017;May;2017/18;Peugeot S A;The Opel Business of General Motors Holdings LLC;I;2;Motor Vehicles;45101;Approved with conditions;No;No;Horizontal;Manufacture and supply of mini cars;National;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & ability of national industries to compete in international markets;public interest;;effect on employment
2017MAY0009;2017;May;2017/18;Peugeot S A;The Opel Business of General Motors Holdings LLC;I;2;Motor Vehicles;45101;Approved with conditions;No;No;Horizontal;Manufacture and supply of small cars;National;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & ability of national industries to compete in international markets;public interest;;effect on employment
2017MAY0009;2017;May;2017/18;Peugeot S A;The Opel Business of General Motors Holdings LLC;I;2;Motor Vehicles;45101;Approved with conditions;No;No;Horizontal;Manufacture and supply of sport-utility cars;National;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & ability of national industries to compete in international markets;public interest;;effect on employment
2017MAY0010;2017;May;2017/18;Spear Holdco Proprietary Limited;The Immovable property and rental enterprise known as Mega Park;I;1;Property;;Approved;No;No;Horizontal;Provision of rentable space in light industrial property;Bellville, Goodwood and Parow nodes;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0011;2017;May;2017/18;Life Healthcare Group Proprietary Limited;The Target Property of Newshelf 922 Proprietary Limited;I;1;Property;;Approved;No;No;None;;;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;None;;;
2017May0012;2017;May;2017/18;ENYUKA PROP HOLDINGS PROPRIETARY LIMITED;REDEFINE PROPERTIES LIMITED in respect of Turfloop Plaza;I;1;Property;;Approved;No;No;Horizontal;Provision of rentable retail space in convenience centres,;Limpopo Province;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0014;2017;May;2017/18;TerraSan Beleggings Proprietary Limited;Westgro Investment Holdings Proprietary Limited;I;3;Fishing;102;Approved with conditions;No;No;Horizontal;Downstream: Processing of small pelagic fish, specifically pilchard and anchovy,;National ;Coordinated effects;Yes;;Structural;;Capital investment costs;;No;;No;;No;;Yes;;No;No;;No;No;;;Structural;
2017MAY0014;2017;May;2017/18;TerraSan Beleggings Proprietary Limited;Westgro Investment Holdings Proprietary Limited;I;3;Fishing;102;Approved with conditions;No;No;Horizontal;Upstream: Harvesting of small pelagic fish, specifically pilchard and anchovy;National ;Coordinated effects;Yes;;Structural;;Capital investment costs;;No;;No;;No;;Yes;;No;No;;No;No;;competition;Structural;
2017MAY0016;2017;May;2017/18;Like Wise Trading  Proprietary Limited;Selborne Carpet Wholesalers  Close Corporation;I;2;Wholesale;909;Approved with conditions;No;No;Vertical ;Downstream:distribution of carpets;;Input foreclosure;No;;;;;;No;;No;;No;;No;;;No;;Yes;Yes;effect on employment;;;
2017MAY0016;2017;May;2017/18;Like Wise Trading  Proprietary Limited;Selborne Carpet Wholesalers  Close Corporation;I;2;Wholesale;909;Approved with conditions;No;No;Vertical ;Downstream:distribution of carpets;National ;Input foreclosure;No;;;;;;No;;No;;No;;No;;;No;;Yes;Yes;;public interest;;effect on employment
2017MAY0016;2017;May;2017/18;Like Wise Trading  Proprietary Limited;Selborne Carpet Wholesalers  Close Corporation;I;2;Wholesale;909;Approved with conditions;No;No;Vertical ;Upstream:manufacture and supply of carpets;National ;Input foreclosure;No;;;;;;No;;No;;No;;No;;;No;;Yes;Yes;;public interest;;effect on employment
2017MAY0020;2017;May;2017/18;MIC Investment Holdings Proprietray Limited;Metrofile Holdings Limited;L;1;;;Approved;No;No;None;None;None;;No;;;;;;No;;No;;No;;No;;;;No;No;Yes;None;;;
2017MAY0021;2017;May;2017/18;HERIOT REIT PROPRIETARY LIMITED;MODITOUCH PROPRIETARY LIMITED and CROSIZE PROPRIETARY LIMITED;I;1;Property;;Approved;No;Yes;Horizontal;None;None;;No;;;;;;No;;No;;No;;No;;No;;No;;;effect on employment;;;
2017MAY0022;2017;May;2017/18;Montigny Investments Limited;The Interest in the TDM Group Owned by the Trustee for the time being of the D H Scgarf Trust;I;2;Forestry;121;Approved;No;No;Horizontal;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on small business/firm & ability of national industries to compete in international markets;;;
2017MAY0023;2017;May;2017/18;Seriti Coal Proprietary Limited;"The Kriel Colliery of Anglo American Inyosi Coal Proprietary Limited; the New Denmark Colliery of Anglo Operations Proprietary Limited;New Vaal Colliery of Anglo Operations Proprietary Limited; and the closed Coalbook, Cornelia, Vierfontein and Arnot (op";I;2;Mining;51;Approved with conditions;No;No;None;Domestic Eskom-tied thermal coal supply;National or Regional;None;Yes;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;competition;Structural;
2017MAY0027;2017;May;2017/18;Fairfield Trust;Fairfield Diary (Pty) Ltd;I;2;Manufacturing;105;Approved;No;No;Horizontal;Processing of raw milk and the production of dairy related products;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0028;2017;May;2017/18;Nfontein One (Proprietary) Limited;Coria (PKF) Investments 28 (RF) Proprietary Limited;I;1;;;Approved;No;No;None;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0029;2017;May;2017/18;Summit Property Company (Pty) Ltd;Chestnut Hill Investment (Pty) Ltd;I;1;;;Approved;No;No;Horizontal;None;None;None;No;;;;;;No;;Yes;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0030;2017;May;2017/18;Metropolitan Medical Scheme;Momentum Health;I;2;Health;82110;Approved;No;No;None;Provision of medical scheme products and services;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0031;2017;May;2017/18;Metrofile Holdings Limited;Tidy Files (SA) Proprietary Limited;I;2;;990;Approved;No;No;Horizontal and vertical;Does not conclude;National;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0033;2017;May;2017/18;Essilor International (Compagnie Generale d Optique S A);Luxottica Group S,p,A;I;2;;869;Approved;No;No;None;Prescription lenses;National;None;No;;;;;;No;;No;;Yes;Yes;Yes;;No;No;;No;Yes;effect on employment;;;
2017MAY0033;2017;May;2017/18;Essilor International (Compagnie Generale d Optique S A);Luxottica Group S,p,A;I;2;;869;Approved;No;No;None;Sunglasses;National;None;No;;;;;;No;;No;;Yes;Yes;Yes;;No;No;;No;Yes;effect on employment;;;
2017MAY0034;2017;May;2017/18;ADAPT IT PTY LTD  ;Micros South Africa Pty Lts;I;2;;61900;Approved;No;No;None;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0036;2017;May;2017/18;Primezone properties Proprietary Ltd;John Foley in resect of 5096 of the undivided Interest in the rental enterprise conduted from the property known as the ABSA Centre;I;1;Property;;Approved;No;No;Horizontal;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0037;2017;May;2017/18;Illovo Edge Proprietary Limited;Blue Horison Properties 49 Proprietary Limited in respect of the rental enterprise concucted from the property consulting of Sections 1,2,3,4,5,6,7,8,9,10,11,12,13 and 14 in the Scheme known as Illovo Edge 3 situate at Erf 16 Illovo Township;I;1;Property;;Approved;No;No;Horizontal;Provision of rentable space in office property;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0039;2017;May;2017/18;Pick 'n Pay Retailers (Pty) Ltd;Stellenbosch Square Franchise Pick 'n Pay Staore as (owned by Socius Trading (Pty) Ltd);I;1;;;Approved;No;No;Horizontal;None;"Local (retail and liquor stores within a
1,5km radius)";None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0040;2017;May;2017/18;Main Street 1514 Proprietary Limited;Mancosa Proprietary Limited and Regent Business school Proprietary Limited;L;1;Education;;Approved;No;No;None;None;None;None;No;;;;;;No;;No;;No;No;No;;;No;;No;Yes;effect on employment;;;
2017MAY0042;2017;May;2017/18;Brookfield Asset Management Inc;TerraForm Global Inc;L;1;Other services;960;Approved;No;No;None;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0043;2017;May;2017/18;GroCapital Holdings (Pty) Ltd;South African Bank of Athens Limited;L;2;Other services;64190;Approved;No;No;Horizontal;Downstream:provision of retail financing to the agricultural Industry;National;None;Yes;;Strategic advantages;;;Long-term contracts;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0043;2017;May;2017/18;GroCapital Holdings (Pty) Ltd;South African Bank of Athens Limited;L;2;Other services;64190;Approved;No;No;Horizontal;Upstream: provision of wholesale financing to the agricultural industry;National;None;Yes;;Strategic advantages;;;Long-term contracts;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0044;2017;May;2017/18;Eric Norman Scoble (ENS) and Mekor Motors Holdings Proprietary;Mekor Motors Cape Town Proprietary Limited;I;1;Motor Vehicle ;;Approved;No;No;None;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0045;2017;May;2017/18;Hallmark Motor Group Proprietary Limited and North Motor Holdings Proprietary Limited;"Mekor Motors Sandton Proprietary Limited: The Rivonia Business of Mekor Motors Cape Town Proprietary Limited; Mekor Enterprises Proprietary Limited and Fulloutput 174 Proprietary Limited";I;1;Motor Vehicle ;;Approved;No;No;Horizontal;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0046;2017;May;2017/18;Tharisa Minerals Proprietary Limited;"CERTAIN ASSETS AND EQUIPMENT OWNED BY AND EMPLOYEES EMPLOYED BY MCC CONTRACTS PROPRIETARY LIMITED(""""THE MCC BUSINESS"""")";I;1;Mining;;Approved;No;No;None;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0050;2017;May;2017/18;Mabilo Investments (Pty) Ltd ;The Business of Chicken Management Services (Pty) Ltd;I;2;Manufacturing;107;Approved;No;No;None;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0051;2017;May;2017/18;GROWTHPOINT PROPERTIES LIMITED;Reefine Properties Limited inrespect of a 58% undivided share in the property letting enterprise known as the n1 city Mall;L;2;;;Approved;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017MAY0052;2017;May;2017/18;Hudaco Trading Proprietary Limited;The Business of EBTSA Proprietary Limietd and the business of MMD Steel Products Close Corporation;I;2;Manufacturing;3879;Approved;No;No;None;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAY0053;2017;May;2017/18;Mabilo Investments (Pty) Ltd;The Business of Madiro SN Fast Foods (Pty) Ltd;I;2;Manufacturing;107;Approved;No;No;None;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017JUN0001;2017;Jun;2017/18;K2014202010 (Proprietary) Limited (Holdco) ;Noordfed Proprietary Limited ;L;3;Manufacture of grain mill products;106;Prohibited;No;Yes;Horizontal and vertical;Downstream market for the milling of white maize and supply of white maize products;Maize Triangle (Gauteng/North West/Mpumalanga/Eastern Free State);Input foreclosure/ customer foreclosure/coordinated effects ;Yes;;Regulatory, Structural & Strategic advantages;Standards and SPS requirements;Capital investment costs;Loyalty schemes / High investment branding;No;;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & employment;;;
2017JUN0001;2017;Jun;2017/18;K2014202010 (Proprietary) Limited (Holdco) ;Noordfed Proprietary Limited ;L;3;Manufacture of grain mill products;106;Prohibited;No;Yes;Horizontal and vertical;Supply of hominy chop;Maize Triangle (Gauteng/North West/Mpumalanga/Eastern Free State);Input foreclosure/ customer foreclosure/coordinated effects ;Yes;;Regulatory, Structural & Strategic advantages;Standards and SPS requirements;Capital investment costs;Loyalty schemes / High investment branding;No;;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & employment;;;
2017JUN0001;2017;Jun;2017/18;K2014202010 (Proprietary) Limited (Holdco) ;Noordfed Proprietary Limited ;L;3;Manufacture of grain mill products;106;Prohibited;No;Yes;Horizontal and vertical;Upstream market for trading of white maize;National;Input foreclosure/ customer foreclosure/coordinated effects ;Yes;;Regulatory, Structural & Strategic advantages;Standards and SPS requirements;Capital investment costs;Loyalty schemes / High investment branding;No;;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & employment;;;
2017JUN0002;2017;Jun;2017/18;Cashbuild South Africa Proprietary Limited;Buffalo Building Supplies Proprietary Limited Matson Union Sales Proprietary Limited;I;2;Retail sale of other goods in specialised stores;476;Approved with conditions;No;No;Horizontal;Retail of building materials, hardware and related products;Local (Butterworth);Unilateral effects/removal of effective competitor;Yes;;Structural;;Capital investment costs;;No;;Yes;12;No;;No;;;No;;No;Yes;effects on industrial/regional & employment;both;Behavioural;
2017JUN0002;2017;Jun;2017/18;Cashbuild South Africa Proprietary Limited;Buffalo Building Supplies Proprietary Limited Matson Union Sales Proprietary Limited;I;2;Retail sale of other goods in specialised stores;476;Approved with conditions;No;No;Horizontal;Retail of building materials, hardware and related products;Local (Mthatha);Unilateral effects/removal of effective competitor;Yes;;Structural;;Capital investment costs;;No;;Yes;8;No;;No;;;No;;No;Yes;effects on industrial/regional & employment;both;Behavioural;
2017JUN0003;2017;Jun;2017/18;enX Group Limited;EXTRACT GROUP LIMITED;L;1;Mining of quarrying of dimension stone;081;Approved with conditions;No;No;Vertical ;Fleet management services;;Tying/ Bundling;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;competition;Behavioural;
